modeltype,numberOfFaces,numberOfVerticesPerFace,translate,scale,rotationAngle,verticesSize,vertices,colorsSize,colors,texcoordsSize,texcoords,textureVariables,normalsSize,normals,customModelAttributesCount,customModelAttributes,text
RECTANGLE,1,6,0.000000;0.000000;0.000000,0.467281;0.467281;0.467281,0.000000;0.000000;0.000000,18,1.000000;1.000000;0.000000;-1.000000;1.000000;0.000000;-1.000000;-1.000000;0.000000;-1.000000;-1.000000;0.000000;1.000000;-1.000000;0.000000;1.000000;1.000000;0.000000,24,1.000000;1.000000;0.000000;1.000000;0.000000;1.000000;0.000000;1.000000;0.000000;1.000000;1.000000;1.000000;0.000000;1.000000;1.000000;1.000000;1.000000;0.000000;1.000000;1.000000;1.000000;1.000000;0.000000;1.000000,12,1.000000;1.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;1.000000;0.000000;1.000000;1.000000,Boy3.png,0,NODATA,0,NODATA,NODATA,
RECTANGLE,1,6,1.159000;0.000000;0.000000,0.447216;0.447216;0.447216,0.000000;0.000000;0.000000,18,1.000000;1.000000;0.000000;-1.000000;1.000000;0.000000;-1.000000;-1.000000;0.000000;-1.000000;-1.000000;0.000000;1.000000;-1.000000;0.000000;1.000000;1.000000;0.000000,24,1.000000;1.000000;0.000000;1.000000;0.000000;1.000000;0.000000;1.000000;0.000000;1.000000;1.000000;1.000000;0.000000;1.000000;1.000000;1.000000;1.000000;0.000000;1.000000;1.000000;1.000000;1.000000;0.000000;1.000000,12,1.000000;1.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;1.000000;0.000000;1.000000;1.000000,Boy3.png,0,NODATA,0,NODATA,NODATA,
RECTANGLE,1,6,2.464000;0.000000;0.000000,0.467109;0.467109;0.467109,0.000000;0.000000;0.000000,18,1.000000;1.000000;0.000000;-1.000000;1.000000;0.000000;-1.000000;-1.000000;0.000000;-1.000000;-1.000000;0.000000;1.000000;-1.000000;0.000000;1.000000;1.000000;0.000000,24,1.000000;1.000000;0.000000;1.000000;0.000000;1.000000;0.000000;1.000000;0.000000;1.000000;1.000000;1.000000;0.000000;1.000000;1.000000;1.000000;1.000000;0.000000;1.000000;1.000000;1.000000;1.000000;0.000000;1.000000,12,1.000000;1.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;1.000000;0.000000;1.000000;1.000000,Boy3.png,0,NODATA,0,NODATA,NODATA,
RECTANGLE,1,6,3.768000;0.000000;0.000000,0.449226;0.449226;0.449226,0.000000;0.000000;0.000000,18,1.000000;1.000000;0.000000;-1.000000;1.000000;0.000000;-1.000000;-1.000000;0.000000;-1.000000;-1.000000;0.000000;1.000000;-1.000000;0.000000;1.000000;1.000000;0.000000,24,1.000000;1.000000;0.000000;1.000000;0.000000;1.000000;0.000000;1.000000;0.000000;1.000000;1.000000;1.000000;0.000000;1.000000;1.000000;1.000000;1.000000;0.000000;1.000000;1.000000;1.000000;1.000000;0.000000;1.000000,12,1.000000;1.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;1.000000;0.000000;1.000000;1.000000,Boy3.png,0,NODATA,0,NODATA,NODATA,
RECTANGLE,1,6,5.072000;0.000000;0.000000,0.468681;0.468681;0.468681,0.000000;0.000000;0.000000,18,1.000000;1.000000;0.000000;-1.000000;1.000000;0.000000;-1.000000;-1.000000;0.000000;-1.000000;-1.000000;0.000000;1.000000;-1.000000;0.000000;1.000000;1.000000;0.000000,24,1.000000;1.000000;0.000000;1.000000;0.000000;1.000000;0.000000;1.000000;0.000000;1.000000;1.000000;1.000000;0.000000;1.000000;1.000000;1.000000;1.000000;0.000000;1.000000;1.000000;1.000000;1.000000;0.000000;1.000000,12,1.000000;1.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;1.000000;0.000000;1.000000;1.000000,Boy3.png,0,NODATA,0,NODATA,NODATA,
RECTANGLE,1,6,6.522000;0.000000;0.000000,0.447880;0.447880;0.447880,0.000000;0.000000;0.000000,18,1.000000;1.000000;0.000000;-1.000000;1.000000;0.000000;-1.000000;-1.000000;0.000000;-1.000000;-1.000000;0.000000;1.000000;-1.000000;0.000000;1.000000;1.000000;0.000000,24,1.000000;1.000000;0.000000;1.000000;0.000000;1.000000;0.000000;1.000000;0.000000;1.000000;1.000000;1.000000;0.000000;1.000000;1.000000;1.000000;1.000000;0.000000;1.000000;1.000000;1.000000;1.000000;0.000000;1.000000,12,1.000000;1.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;1.000000;0.000000;1.000000;1.000000,Boy3.png,0,NODATA,0,NODATA,NODATA,
RECTANGLE,1,6,-1.304000;0.000000;0.000000,0.470084;0.470084;0.470084,0.000000;0.000000;0.000000,18,1.000000;1.000000;0.000000;-1.000000;1.000000;0.000000;-1.000000;-1.000000;0.000000;-1.000000;-1.000000;0.000000;1.000000;-1.000000;0.000000;1.000000;1.000000;0.000000,24,1.000000;1.000000;0.000000;1.000000;0.000000;1.000000;0.000000;1.000000;0.000000;1.000000;1.000000;1.000000;0.000000;1.000000;1.000000;1.000000;1.000000;0.000000;1.000000;1.000000;1.000000;1.000000;0.000000;1.000000,12,1.000000;1.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;1.000000;0.000000;1.000000;1.000000,Boy3.png,0,NODATA,0,NODATA,NODATA,
RECTANGLE,1,6,0.000000;0.000000;-1.884000,0.490447;0.490447;0.490447,0.000000;0.000000;0.000000,18,1.000000;1.000000;0.000000;-1.000000;1.000000;0.000000;-1.000000;-1.000000;0.000000;-1.000000;-1.000000;0.000000;1.000000;-1.000000;0.000000;1.000000;1.000000;0.000000,24,1.000000;1.000000;0.000000;1.000000;0.000000;1.000000;0.000000;1.000000;0.000000;1.000000;1.000000;1.000000;0.000000;1.000000;1.000000;1.000000;1.000000;0.000000;1.000000;1.000000;1.000000;1.000000;0.000000;1.000000,12,1.000000;1.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;1.000000;0.000000;1.000000;1.000000,Boy3.png,0,NODATA,0,NODATA,NODATA,
RECTANGLE,1,6,1.449000;0.000000;-1.884000,0.469382;0.469382;0.469382,0.000000;0.000000;0.000000,18,1.000000;1.000000;0.000000;-1.000000;1.000000;0.000000;-1.000000;-1.000000;0.000000;-1.000000;-1.000000;0.000000;1.000000;-1.000000;0.000000;1.000000;1.000000;0.000000,24,1.000000;1.000000;0.000000;1.000000;0.000000;1.000000;0.000000;1.000000;0.000000;1.000000;1.000000;1.000000;0.000000;1.000000;1.000000;1.000000;1.000000;0.000000;1.000000;1.000000;1.000000;1.000000;0.000000;1.000000,12,1.000000;1.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;1.000000;0.000000;1.000000;1.000000,Boy3.png,0,NODATA,0,NODATA,NODATA,
RECTANGLE,1,6,-1.304000;0.000000;-1.884000,0.449166;0.449166;0.449166,0.000000;0.000000;0.000000,18,1.000000;1.000000;0.000000;-1.000000;1.000000;0.000000;-1.000000;-1.000000;0.000000;-1.000000;-1.000000;0.000000;1.000000;-1.000000;0.000000;1.000000;1.000000;0.000000,24,1.000000;1.000000;0.000000;1.000000;0.000000;1.000000;0.000000;1.000000;0.000000;1.000000;1.000000;1.000000;0.000000;1.000000;1.000000;1.000000;1.000000;0.000000;1.000000;1.000000;1.000000;1.000000;0.000000;1.000000,12,1.000000;1.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;1.000000;0.000000;1.000000;1.000000,Boy3.png,0,NODATA,0,NODATA,NODATA,
